,UTC-DateTime,NL.ISO,NL.Amsterdam.CO.concentration,NL.Amsterdam.CO.aqi,NL.Amsterdam.NO2.concentration,NL.Amsterdam.NO2.aqi,NL.Amsterdam.O3.concentration,NL.Amsterdam.O3.aqi,NL.Amsterdam.SO2.concentration,NL.Amsterdam.SO2.aqi,NL.Amsterdam.PM2.5.concentration,NL.Amsterdam.PM2.5.aqi,NL.Amsterdam.PM10.concentration,NL.Amsterdam.PM10.aqi,NL.Amsterdam.overall_aqi,NL.Rotterdam.CO.concentration,NL.Rotterdam.CO.aqi,NL.Rotterdam.NO2.concentration,NL.Rotterdam.NO2.aqi,NL.Rotterdam.O3.concentration,NL.Rotterdam.O3.aqi,NL.Rotterdam.SO2.concentration,NL.Rotterdam.SO2.aqi,NL.Rotterdam.PM2.5.concentration,NL.Rotterdam.PM2.5.aqi,NL.Rotterdam.PM10.concentration,NL.Rotterdam.PM10.aqi,NL.Rotterdam.overall_aqi,NL.Utrecht.CO.concentration,NL.Utrecht.CO.aqi,NL.Utrecht.NO2.concentration,NL.Utrecht.NO2.aqi,NL.Utrecht.O3.concentration,NL.Utrecht.O3.aqi,NL.Utrecht.SO2.concentration,NL.Utrecht.SO2.aqi,NL.Utrecht.PM2.5.concentration,NL.Utrecht.PM2.5.aqi,NL.Utrecht.PM10.concentration,NL.Utrecht.PM10.aqi,NL.Utrecht.overall_aqi,UK.ISO,UK.London.CO.concentration,UK.London.CO.aqi,UK.London.NO2.concentration,UK.London.NO2.aqi,UK.London.O3.concentration,UK.London.O3.aqi,UK.London.SO2.concentration,UK.London.SO2.aqi,UK.London.PM2.5.concentration,UK.London.PM2.5.aqi,UK.London.PM10.concentration,UK.London.PM10.aqi,UK.London.overall_aqi,UK.Manchester.CO.concentration,UK.Manchester.CO.aqi,UK.Manchester.NO2.concentration,UK.Manchester.NO2.aqi,UK.Manchester.O3.concentration,UK.Manchester.O3.aqi,UK.Manchester.SO2.concentration,UK.Manchester.SO2.aqi,UK.Manchester.PM2.5.concentration,UK.Manchester.PM2.5.aqi,UK.Manchester.PM10.concentration,UK.Manchester.PM10.aqi,UK.Manchester.overall_aqi,UK.Birmingham.CO.concentration,UK.Birmingham.CO.aqi,UK.Birmingham.NO2.concentration,UK.Birmingham.NO2.aqi,UK.Birmingham.O3.concentration,UK.Birmingham.O3.aqi,UK.Birmingham.SO2.concentration,UK.Birmingham.SO2.aqi,UK.Birmingham.PM2.5.concentration,UK.Birmingham.PM2.5.aqi,UK.Birmingham.PM10.concentration,UK.Birmingham.PM10.aqi,UK.Birmingham.overall_aqi,FR.ISO,FR.Paris.CO.concentration,FR.Paris.CO.aqi,FR.Paris.NO2.concentration,FR.Paris.NO2.aqi,FR.Paris.O3.concentration,FR.Paris.O3.aqi,FR.Paris.SO2.concentration,FR.Paris.SO2.aqi,FR.Paris.PM2.5.concentration,FR.Paris.PM2.5.aqi,FR.Paris.PM10.concentration,FR.Paris.PM10.aqi,FR.Paris.overall_aqi,FR.Lyon.CO.concentration,FR.Lyon.CO.aqi,FR.Lyon.NO2.concentration,FR.Lyon.NO2.aqi,FR.Lyon.O3.concentration,FR.Lyon.O3.aqi,FR.Lyon.SO2.concentration,FR.Lyon.SO2.aqi,FR.Lyon.PM2.5.concentration,FR.Lyon.PM2.5.aqi,FR.Lyon.PM10.concentration,FR.Lyon.PM10.aqi,FR.Lyon.overall_aqi,FR.Marseille.CO.concentration,FR.Marseille.CO.aqi,FR.Marseille.NO2.concentration,FR.Marseille.NO2.aqi,FR.Marseille.O3.concentration,FR.Marseille.O3.aqi,FR.Marseille.SO2.concentration,FR.Marseille.SO2.aqi,FR.Marseille.PM2.5.concentration,FR.Marseille.PM2.5.aqi,FR.Marseille.PM10.concentration,FR.Marseille.PM10.aqi,FR.Marseille.overall_aqi,BE.ISO,BE.Brussel.CO.concentration,BE.Brussel.CO.aqi,BE.Brussel.NO2.concentration,BE.Brussel.NO2.aqi,BE.Brussel.O3.concentration,BE.Brussel.O3.aqi,BE.Brussel.SO2.concentration,BE.Brussel.SO2.aqi,BE.Brussel.PM2.5.concentration,BE.Brussel.PM2.5.aqi,BE.Brussel.PM10.concentration,BE.Brussel.PM10.aqi,BE.Brussel.overall_aqi,BE.Antwerp.CO.concentration,BE.Antwerp.CO.aqi,BE.Antwerp.NO2.concentration,BE.Antwerp.NO2.aqi,BE.Antwerp.O3.concentration,BE.Antwerp.O3.aqi,BE.Antwerp.SO2.concentration,BE.Antwerp.SO2.aqi,BE.Antwerp.PM2.5.concentration,BE.Antwerp.PM2.5.aqi,BE.Antwerp.PM10.concentration,BE.Antwerp.PM10.aqi,BE.Antwerp.overall_aqi,BE.Ghent.CO.concentration,BE.Ghent.CO.aqi,BE.Ghent.NO2.concentration,BE.Ghent.NO2.aqi,BE.Ghent.O3.concentration,BE.Ghent.O3.aqi,BE.Ghent.SO2.concentration,BE.Ghent.SO2.aqi,BE.Ghent.PM2.5.concentration,BE.Ghent.PM2.5.aqi,BE.Ghent.PM10.concentration,BE.Ghent.PM10.aqi,BE.Ghent.overall_aqi,FI.ISO,FI.Helsinki.CO.concentration,FI.Helsinki.CO.aqi,FI.Helsinki.NO2.concentration,FI.Helsinki.NO2.aqi,FI.Helsinki.O3.concentration,FI.Helsinki.O3.aqi,FI.Helsinki.SO2.concentration,FI.Helsinki.SO2.aqi,FI.Helsinki.PM2.5.concentration,FI.Helsinki.PM2.5.aqi,FI.Helsinki.PM10.concentration,FI.Helsinki.PM10.aqi,FI.Helsinki.overall_aqi,FI.Tempere.CO.concentration,FI.Tempere.CO.aqi,FI.Tempere.NO2.concentration,FI.Tempere.NO2.aqi,FI.Tempere.O3.concentration,FI.Tempere.O3.aqi,FI.Tempere.SO2.concentration,FI.Tempere.SO2.aqi,FI.Tempere.PM2.5.concentration,FI.Tempere.PM2.5.aqi,FI.Tempere.PM10.concentration,FI.Tempere.PM10.aqi,FI.Tempere.overall_aqi,FI.Oulu.CO.concentration,FI.Oulu.CO.aqi,FI.Oulu.NO2.concentration,FI.Oulu.NO2.aqi,FI.Oulu.O3.concentration,FI.Oulu.O3.aqi,FI.Oulu.SO2.concentration,FI.Oulu.SO2.aqi,FI.Oulu.PM2.5.concentration,FI.Oulu.PM2.5.aqi,FI.Oulu.PM10.concentration,FI.Oulu.PM10.aqi,FI.Oulu.overall_aqi
0,2023-10-18 17:23,NL,270.37,3,21.76,27,52.21,44,3.99,5,9.98,32,11.81,10,44,307.08,3,28.45,35,43.63,36,6.74,9,11.14,36,13.46,12,36,277.04,3,22.28,27,52.93,44,5.9,8,8.23,26,10.27,9,44,UK,250.34,2,17.65,22,41.84,35,5.54,8,2.93,9,3.07,2,35,253.68,2,19.19,23,49.35,41,3.76,5,6.9,22,14.14,13,41,260.35,2,16.62,20,47.21,40,3.01,4,4.78,15,5.22,4,40,FR,263.69,2,11.31,14,41.84,35,1.55,2,2.93,9,3.83,3,35,236.99,2,6.17,7,71.53,89,1.13,1,3.48,11,4.72,4,89,236.99,2,4.63,5,77.96,107,1.36,2,6.37,20,15.9,14,107,BE,257.02,2,16.45,20,56.51,47,2.74,4,4.67,15,5.24,4,47,273.71,3,19.19,23,52.93,44,4.89,7,5.49,17,6.39,5,44,260.35,2,17.14,21,55.08,46,3.19,4,4.38,14,4.81,4,46,FI,290.39,3,6.08,7,43.99,37,2.15,3,1.73,5,3.18,2,37,210.29,2,2.08,2,70.1,84,0.48,0,1.36,4,1.85,1,84,250.34,2,0.58,0,66.52,73,0.18,0,0.5,1,0.69,0,73
0,2023-10-18 18:23,NL,270.37,3,20.74,25,53.64,45,4.35,6,9.13,29,10.75,9,45,303.75,3,27.08,33,43.99,37,7.09,10,10.27,33,12.48,11,37,277.04,3,21.42,26,53.64,45,5.9,8,7.15,23,8.89,8,45,UK,243.66,2,18.17,22,36.12,30,6.14,9,2.27,7,2.45,2,30,257.02,2,19.88,24,47.92,40,4.05,5,7.74,25,15.36,14,40,260.35,2,15.59,19,47.92,40,2.68,3,4.66,15,4.91,4,40,FR,263.69,2,10.11,12,38.27,32,1.45,2,3.7,12,4.59,4,32,243.66,2,6.17,7,69.38,82,1.13,1,3.49,11,4.37,4,82,240.33,2,4.84,6,79.39,110,1.43,2,8.27,26,22.01,20,110,BE,263.69,2,17.48,21,54.36,46,2.89,4,5.2,16,5.7,5,46,267.03,3,18.17,22,53.64,45,4.77,7,5.1,16,5.77,5,45,267.03,3,17.48,21,52.21,44,3.01,4,4.99,16,5.31,4,44,FI,297.07,3,6.17,7,45.78,38,2.24,3,2.05,6,3.61,3,38,213.62,2,2.31,2,67.95,77,0.54,0,1.68,5,1.91,1,77,250.34,2,0.45,0,65.8,71,0.17,0,0.5,1,0.67,0,71
0,2023-10-18 19:24,NL,270.37,3,19.54,24,54.36,46,4.71,6,8.12,26,9.12,8,46,300.41,3,25.36,31,44.7,37,7.03,10,9.19,29,10.52,9,37,277.04,3,20.05,25,53.64,45,5.72,8,6.66,21,7.76,7,45,UK,236.99,2,16.62,20,32.9,27,6.62,9,2.04,6,2.31,2,27,260.35,2,19.02,23,47.92,40,4.05,5,7.03,22,11.57,10,40,260.35,2,15.77,19,45.06,38,2.59,3,4.53,14,4.69,4,38,FR,267.03,3,9.08,11,44.7,37,1.64,2,4.76,15,5.99,5,37,247,2,6.26,7,67.95,77,1.15,1,3.67,11,4.43,4,77,243.66,2,4.84,6,79.39,110,1.48,2,9.03,29,23.89,22,110,BE,270.37,3,16.11,20,53.64,45,2.44,3,5.33,17,5.65,5,45,263.69,2,17.65,22,53.64,45,4.53,6,4.85,15,5.3,4,45,273.71,3,15.25,19,52.21,44,2.38,3,5.44,17,5.66,5,44,FI,310.42,3,6.77,8,45.78,38,2.59,3,2.65,8,4.47,4,38,216.96,2,2.49,3,64.37,66,0.54,0,2,6,2.17,2,66,250.34,2,0.33,0,64.37,66,0.16,0,0.5,1,0.64,0,66
0,2023-10-18 20:24,NL,273.71,3,19.02,23,53.64,45,4.83,7,7.02,22,7.61,7,45,293.73,3,23.65,29,44.35,37,6.02,8,7.44,24,8.01,7,37,283.72,3,19.54,24,52.93,44,5.48,8,5.97,19,6.67,6,44,UK,243.66,2,13.54,16,44.7,37,6.14,9,3,9,3.8,3,37,267.03,3,18.51,23,46.49,39,3.82,5,5.29,17,7.11,6,39,260.35,2,16.45,20,40.41,34,2.83,4,4.24,13,4.38,4,34,FR,283.72,3,9.43,11,50.78,43,1.85,2,5.61,18,7.72,7,43,253.68,2,6.6,8,65.09,69,1.21,1,3.84,12,4.44,4,69,247,2,4.8,6,77.96,107,1.49,2,7.81,25,17.53,16,107,BE,270.37,3,13.54,16,53.64,45,1.76,2,5.18,16,5.35,4,45,263.69,2,18.68,23,50.07,42,4.35,6,4.9,15,5.16,4,42,267.03,3,10.45,13,52.93,44,1.4,2,5.4,17,5.54,5,44,FI,327.11,3,7.63,9,43.99,37,2.95,4,3.53,11,5.81,5,37,216.96,2,2.66,3,59.37,51,0.51,0,2.28,7,2.48,2,51,250.34,2,0.3,0,62.94,62,0.14,0,0.5,1,0.63,0,62
0,2023-10-18 21:24,NL,277.04,3,19.19,23,52.21,44,4.89,7,6.48,21,6.98,6,44,283.72,3,21.25,26,45.42,38,4.53,6,5.85,18,6.14,5,38,287.06,3,19.36,24,51.5,43,5.48,8,6.37,20,6.96,6,43,UK,236.99,2,8.91,11,57.22,48,4.53,6,2.66,8,3.96,3,48,273.71,3,18.34,22,43.63,36,3.76,5,5.55,18,6.45,5,36,260.35,2,16.79,20,35.41,30,3.58,5,3.93,12,4.08,3,30,FR,280.38,3,8.82,11,54.36,46,1.74,2,5.47,17,8.44,7,46,250.34,2,6.34,7,62.23,60,1.16,1,3.55,11,4,3,60,250.34,2,4.67,5,76.53,103,1.49,2,6.7,21,12.86,11,103,BE,257.02,2,9.43,11,52.93,44,1,1,4.67,15,4.81,4,44,270.37,3,19.19,23,45.78,38,4.05,5,5.13,16,5.29,4,38,253.68,2,6.77,8,53.64,45,0.83,1,4.69,15,4.84,4,45,FI,330.45,3,8.14,10,43.27,36,2.98,4,3.75,12,6.22,5,36,220.3,2,2.79,3,54.36,46,0.47,0,2.43,7,2.66,2,46,250.34,2,0.27,0,62.23,60,0.13,0,0.5,1,0.62,0,60
0,2023-10-18 22:25,NL,283.72,3,19.02,23,50.07,42,4.71,6,6.33,20,6.77,6,42,273.71,3,18.17,22,45.78,38,3.04,4,4.98,16,5.15,4,38,290.39,3,18.34,22,50.07,42,5.31,7,6.62,21,7.07,6,42,UK,223.64,2,6.77,8,65.8,71,3.7,5,2.44,7,4.6,4,71,277.04,3,18.17,22,39.7,33,3.58,5,5.82,18,6.35,5,33,263.69,2,20.22,25,26.46,22,5.07,7,4.1,13,4.29,3,25,FR,263.69,2,6.86,8,57.22,48,1.4,2,4.84,15,8.49,7,48,240.33,2,5.57,6,58.65,49,1.04,1,3.05,9,3.39,3,49,250.34,2,4.37,5,74.39,98,1.45,2,5.89,19,10.19,9,98,BE,233.65,2,6,7,50.78,43,0.63,0,2.88,9,3.02,2,43,267.03,3,15.94,19,44.7,37,3.55,5,4.97,16,5.12,4,37,250.34,2,7.28,9,45.78,38,1.22,1,2.93,9,3.18,2,38,FI,310.42,3,7.8,9,43.63,36,2.98,4,3.07,9,5.49,5,36,220.3,2,2.91,3,49.35,41,0.37,0,2.55,8,2.84,2,41,250.34,2,0.22,0,61.51,57,0.12,0,0.5,1,0.61,0,57
0,2023-10-18 23:25,NL,287.06,3,18.34,22,47.21,40,4.05,5,5.65,18,5.98,5,40,267.03,3,16.45,20,43.27,36,2.24,3,4.3,13,4.44,4,36,290.39,3,16.62,20,47.92,40,4.29,6,6.12,19,6.4,5,40,UK,216.96,2,6.17,7,69.38,82,3.73,5,2.81,9,7.22,6,82,273.71,3,17.65,22,35.41,30,3.19,4,5.78,18,6.21,5,30,263.69,2,21.08,26,20.56,17,5.54,8,3.83,12,4.05,3,26,FR,253.68,2,6,7,56.51,47,1.25,1,5.08,16,9.57,8,47,243.66,2,5.74,7,52.93,44,1.09,1,3.03,9,3.34,3,44,253.68,2,4.07,5,72.96,93,1.42,2,4.22,13,7.17,6,93,BE,240.33,2,6.68,8,40.41,34,1.12,1,2.13,6,2.44,2,34,243.66,2,10.8,13,42.92,36,2.8,4,3.46,11,3.64,3,36,250.34,2,7.11,8,38.27,32,1.18,1,2.21,7,2.57,2,32,FI,293.73,3,6.68,8,45.78,38,2.92,4,2.47,8,4.84,4,38,220.3,2,2.96,3,43.63,36,0.28,0,2.66,8,3.02,2,36,250.34,2,0.17,0,62.94,62,0.11,0,0.5,1,0.63,0,62
0,2023-10-19 00:25,NL,287.06,3,16.97,21,43.63,36,3.13,4,5.52,17,5.78,5,36,263.69,2,16.97,21,37.19,31,2.38,3,4.26,13,4.41,4,31,287.06,3,14.22,17,45.06,38,2.8,4,5.66,18,5.85,5,38,UK,213.62,2,6.17,7,71.53,89,4.11,6,3.36,10,9.51,8,89,273.71,3,16.79,20,31.47,26,3.01,4,5.28,17,5.64,5,26,253.68,2,13.71,17,23.96,20,3.22,4,3.21,10,3.45,3,20,FR,253.68,2,6,7,54.36,46,1.28,1,5.78,18,10.81,10,46,247,2,6,7,47.92,40,1.19,1,3.13,10,3.44,3,40,250.34,2,3.6,4,72.24,91,1.34,1,3.43,11,5.6,5,91,BE,243.66,2,6.08,7,38.62,32,1.25,1,2.6,8,3.32,3,32,243.66,2,9.85,12,34.69,29,2.44,3,2.46,7,2.76,2,29,236.99,2,4.84,6,41.84,35,1.04,1,1.9,6,2.38,2,35,FI,287.06,3,5.66,7,48.64,41,2.62,3,2.13,6,4.42,4,41,220.3,2,2.83,3,38.27,32,0.21,0,2.68,8,3.09,2,32,253.68,2,0.15,0,63.66,64,0.11,0,0.5,1,0.66,0,64
0,2023-10-19 01:26,NL,283.72,3,15.25,19,38.62,32,2.12,3,5.49,17,5.78,5,32,260.35,2,18.68,23,29.68,25,3.49,5,4.53,14,4.71,4,25,277.04,3,11.82,14,41.13,34,1.54,2,5.14,16,5.34,4,34,UK,208.62,2,6.34,7,72.24,91,4.59,6,3.32,10,9.28,8,91,273.71,3,16.28,20,27.18,23,3.46,5,4.63,15,4.96,4,23,240.33,2,5.91,7,44.35,37,1.68,2,2.38,7,3.43,3,37,FR,253.68,2,6.08,7,53.64,45,1.37,2,6.21,20,10.8,10,45,250.34,2,6.34,7,43.63,36,1.31,1,3.3,10,3.63,3,36,250.34,2,3.26,4,71.53,89,1.31,1,3.33,10,5.13,4,89,BE,236.99,2,4.28,5,45.06,38,1.18,1,3.01,9,4.23,3,38,243.66,2,9.68,12,32.54,27,2.8,4,2.52,8,3.08,2,27,236.99,2,4.24,5,45.78,38,1.03,1,2.16,7,2.96,2,38,FI,280.38,3,5.1,6,50.78,43,2.5,3,1.94,6,4.18,3,43,220.3,2,2.68,3,35.05,29,0.16,0,2.61,8,3.04,2,29,253.68,2,0.13,0,65.8,71,0.1,0,0.5,1,0.7,0,71
0,2023-10-19 02:26,NL,273.71,3,13.37,16,32.54,27,1.36,2,5.02,16,5.42,5,27,253.68,2,16.11,20,26.46,22,3.58,5,3.37,10,3.7,3,22,263.69,2,9.77,12,36.12,30,0.94,1,4.5,14,4.76,4,30,UK,206.95,2,6.86,8,71.53,89,5.07,7,3.42,11,9.08,8,89,267.03,3,15.25,19,23.96,20,4.05,5,3.93,12,4.21,3,20,216.96,2,3.47,4,62.94,62,1.94,2,2.45,7,4.68,4,62,FR,253.68,2,6.17,7,53.64,45,1.51,2,6.4,20,10.37,9,45,257.02,2,6.68,8,40.41,34,1.4,2,3.54,11,3.91,3,34,247,2,3.13,3,70.81,86,1.3,1,3.56,11,5.19,4,86,BE,243.66,2,4.2,5,47.92,40,1.24,1,3.78,12,5.94,5,40,236.99,2,8.4,10,36.84,31,2.74,4,2.78,9,3.76,3,31,240.33,2,4.07,5,48.64,41,1.06,1,2.87,9,4.3,3,41,FI,283.72,3,6.51,8,51.5,43,3.13,4,2.18,7,4.46,4,43,220.3,2,2.53,3,33.62,28,0.14,0,2.49,8,2.94,2,28,250.34,2,0.13,0,66.52,73,0.1,0,0.5,1,0.71,0,73
0,2023-10-19 03:26,NL,263.69,2,13.54,16,25.03,21,1.3,1,4.53,14,5.08,4,21,243.66,2,13.02,16,28.25,23,2.92,4,2.3,7,2.9,2,23,250.34,2,9.25,11,28.61,24,1.07,1,3.84,12,4.19,3,24,UK,211.95,2,8.48,10,66.52,73,5.9,8,3.5,11,8.72,8,73,257.02,2,12.85,16,22.17,18,4.11,6,3.86,12,4.12,3,18,211.95,2,3.9,4,63.66,64,2.41,3,2.67,8,4.86,4,64,FR,257.02,2,6.6,8,52.93,44,1.67,2,6.69,21,10.61,9,44,263.69,2,7.11,8,39.7,33,1.49,2,3.8,12,4.2,3,33,243.66,2,3,3,70.81,86,1.28,1,3.27,10,4.6,4,86,BE,253.68,2,4.97,6,47.92,40,1.34,1,4.53,14,7.89,7,40,240.33,2,7.71,9,40.77,34,2.56,3,3.42,11,5.1,4,34,243.66,2,3.94,4,50.07,42,1.09,1,3.55,11,5.88,5,42,FI,287.06,3,7.97,9,51.5,43,3.87,5,2.4,7,4.59,4,43,220.3,2,2.59,3,33.98,28,0.18,0,2.48,8,2.96,2,28,250.34,2,0.15,0,67.95,77,0.1,0,0.5,1,0.7,0,77
0,2023-10-19 04:27,NL,260.35,2,17.99,22,16.27,13,2.09,3,4,12,4.72,4,22,243.66,2,13.2,16,31.47,26,3.13,4,2.52,8,3.59,3,26,247,2,11.82,14,19.85,16,1.77,2,3.37,10,3.96,3,16,UK,213.62,2,8.48,10,62.94,62,5.96,8,2.98,9,7.15,6,62,243.66,2,9.43,11,25.03,21,3.87,5,3.67,11,4.17,3,21,208.62,2,4.71,5,60.8,55,3.01,4,2.81,9,4.44,4,55,FR,270.37,3,8.82,11,48.64,41,2.09,3,7.49,24,11.74,10,41,277.04,3,8.23,10,40.77,34,1.59,2,4.13,13,4.58,4,34,240.33,2,3,3,71.53,89,1.3,1,2.89,9,4.02,3,89,BE,260.35,2,6.26,7,45.42,38,1.37,2,5.06,16,9.43,8,38,243.66,2,7.8,9,42.2,35,2.62,3,4.13,13,6.81,6,35,243.66,2,4.03,5,50.78,43,1.15,1,3.92,12,7.15,6,43,FI,287.06,3,8.23,10,53.64,45,3.99,5,2.32,7,4.03,3,45,223.64,2,3.38,4,35.05,29,0.3,0,2.72,8,3.18,2,29,253.68,2,0.25,0,68.67,80,0.12,0,0.5,1,0.71,0,80
0,2023-10-19 05:27,NL,263.69,2,24.68,30,10.01,8,2.5,3,3.32,10,4.44,4,30,253.68,2,19.36,24,26.11,22,3.76,5,3.45,11,5.14,4,24,250.34,2,15.42,19,15.91,13,2.18,3,3.43,11,4.52,4,19,UK,216.96,2,8.23,10,60.8,55,6.14,9,2.68,8,5.99,5,55,226.97,2,6.68,8,36.84,31,3.55,5,2.72,8,3.76,3,31,208.62,2,5.18,6,59.37,51,3.43,5,3.56,11,5.21,4,51,FR,343.8,3,19.54,24,36.12,30,3.61,5,10.92,35,15.81,14,35,313.76,3,13.2,16,37.55,31,2.09,3,5.45,17,6.07,5,31,240.33,2,3.51,4,70.81,86,1.36,2,2.72,8,3.74,3,86,BE,267.03,3,8.31,10,41.49,35,1.43,2,5.42,17,10.14,9,35,250.34,2,9.6,12,39.7,33,2.89,4,4.71,15,8.49,7,33,250.34,2,5.18,6,48.64,41,1.27,1,4.27,13,8.39,7,41,FI,300.41,3,9.25,11,52.21,44,3.82,5,2.95,9,4.6,4,44,233.65,2,4.63,5,39.34,33,0.44,0,2.89,9,3.28,3,33,253.68,2,0.42,0,68.67,80,0.13,0,0.5,1,0.73,0,80
0,2023-10-19 06:27,NL,270.37,3,31.87,39,4.83,4,2.83,4,3.59,11,5.35,4,39,267.03,3,27.76,34,17.35,14,4.23,6,4.45,14,6.85,6,34,253.68,2,19.88,24,14.84,12,2.3,3,3.91,12,5.71,5,24,UK,230.31,2,13.37,16,53.64,45,7.75,11,2.95,9,5.31,4,45,213.62,2,8.48,10,45.42,38,3.58,5,2.5,8,3.74,3,38,216.96,2,7.28,9,55.79,47,3.87,5,3.65,11,5.49,5,47,FR,487.33,5,38.39,47,17.17,14,5.9,8,17.37,53,23.15,21,53,343.8,3,17.99,22,32.54,27,2.44,3,6.41,20,7.16,6,27,247,2,4.41,5,70.1,84,1.46,2,2.65,8,3.57,3,84,BE,263.69,2,10.71,13,37.19,31,1.48,2,5.85,18,10.24,9,31,263.69,2,13.37,16,34.33,29,3.22,4,5.36,17,10.13,9,29,260.35,2,7.71,9,43.99,37,1.43,2,4.87,15,9.74,9,37,FI,310.42,3,10.71,13,49.35,41,4.05,5,3.39,11,5.13,4,41,240.33,2,5.83,7,45.78,38,0.55,0,2.85,9,3.2,2,38,253.68,2,0.49,0,68.67,80,0.14,0,0.5,1,0.74,0,80
0,2023-10-19 07:28,NL,277.04,3,34.96,43,3.49,2,3.1,4,4.47,14,7.07,6,43,273.71,3,31.87,39,11.8,10,4.71,6,5.23,16,8.55,7,39,260.35,2,22.28,27,15.38,13,2.41,3,4.73,15,7.63,7,27,UK,240.33,2,20.56,25,43.27,36,9.66,14,3.48,11,4.9,4,36,220.3,2,13.88,17,43.99,37,3.87,5,2.69,8,3.94,3,37,220.3,2,10.97,13,50.78,43,4.23,6,3.01,9,4.14,3,43,FR,594.14,6,51.41,64,4.65,3,7.63,11,21.69,62,27.25,25,64,330.45,3,17.48,21,32.9,27,2.41,3,5.78,18,6.49,6,27,250.34,2,5.18,6,68.67,80,1.54,2,2.75,8,3.67,3,80,BE,260.35,2,11.82,14,35.76,30,1.45,2,5.94,19,9.55,8,30,270.37,3,17.31,21,28.25,23,3.58,5,6.07,19,11.19,10,23,273.71,3,10.37,12,38.98,33,1.64,2,5.88,19,11.36,10,33,FI,310.42,3,11.31,14,49.35,41,4.23,6,3.33,10,5,4,41,243.66,2,7.28,9,52.21,44,0.74,1,2.77,8,3.07,2,44,253.68,2,0.46,0,68.67,80,0.14,0,0.5,1,0.75,0,80
0,2023-10-19 08:28,NL,267.03,3,29.47,36,18.6,15,3.19,4,2.72,8,4.77,4,36,260.35,2,23.99,29,27.18,23,4.83,7,3.17,10,5.56,5,29,253.68,2,17.99,22,28.97,24,2.33,3,2.52,8,4.52,4,24,UK,240.33,2,19.71,24,42.92,36,8.94,13,3.56,11,4.13,3,36,226.97,2,15.42,19,41.49,35,3.99,5,1.8,5,2.42,2,35,220.3,2,12,15,47.92,40,4.35,6,2.5,8,3.15,2,40,FR,467.3,5,36.33,45,16.27,13,5.78,8,12.56,40,15.76,14,45,283.72,3,9.85,12,50.07,42,1.88,2,3.33,10,3.81,3,42,253.68,2,5.27,6,70.1,84,1.57,2,3.55,11,6.72,6,84,BE,240.33,2,8.82,11,47.21,40,1.24,1,3.51,11,5.62,5,40,250.34,2,12.68,15,40.41,34,2.92,4,3.66,11,6.02,5,34,260.35,2,9.08,11,44.35,37,1.77,2,4.54,14,7.5,6,37,FI,353.81,4,14.74,18,42.2,35,5.96,8,5.56,18,8.07,7,35,270.37,3,10.2,12,42.92,36,1.1,1,3.52,11,4.26,3,36,257.02,2,0.48,0,65.09,69,0.12,0,0.5,1,0.71,0,69
0,2023-10-19 09:28,NL,263.69,2,26.73,33,20.03,16,3.13,4,2.96,9,5.45,5,33,260.35,2,22.96,28,27.9,23,4.83,7,3.58,11,6.34,5,28,257.02,2,17.99,22,28.61,24,2.44,3,2.92,9,5.43,5,24,UK,236.99,2,16.11,20,47.92,40,8.23,12,2.55,8,2.89,2,40,223.64,2,15.25,19,42.2,35,4.71,6,2.41,7,3.1,2,35,220.3,2,11.65,14,46.49,39,4.53,6,2.23,7,2.68,2,39,FR,393.87,4,25.02,31,23.6,20,4.47,6,7.89,25,10.02,9,31,267.03,3,7.54,9,53.64,45,1.74,2,2.72,8,3.11,2,45,250.34,2,4.67,5,71.53,89,1.48,2,3.89,12,7.99,7,89,BE,240.33,2,8.57,10,50.07,42,1.18,1,3.55,11,5.21,4,42,247,2,11.48,14,43.99,37,2.65,3,3.68,11,5.64,5,37,260.35,2,8.31,10,47.92,40,2,2,4.72,15,6.94,6,40,FI,317.1,3,12.85,16,44.7,37,5.6,8,4.06,13,6.13,5,37,267.03,3,8.74,10,45.78,38,1.09,1,3.21,10,3.89,3,38,253.68,2,0.42,0,65.09,69,0.12,0,0.5,1,0.7,0,69
0,2023-10-19 10:29,NL,263.69,2,23.65,29,22.17,18,3.01,4,3.31,10,6.19,5,29,257.02,2,21.42,26,30.76,26,4.41,6,3.53,11,5.55,5,26,260.35,2,17.99,22,29.68,25,2.44,3,3.06,9,5.36,4,25,UK,230.31,2,13.37,16,50.78,43,7.75,11,2.21,7,2.48,2,43,223.64,2,14.22,17,41.84,35,4.83,7,2.62,8,3.23,2,35,216.96,2,11.14,13,46.49,39,4.53,6,2.08,6,2.47,2,39,FR,300.41,3,13.54,16,37.91,32,2.77,4,3.81,12,5.14,4,32,243.66,2,4.88,6,60.8,55,1.16,1,1.72,5,1.93,1,55,250.34,2,4.07,5,74.39,98,1.3,1,3.94,12,8.39,7,98,BE,243.66,2,9.08,11,52.21,44,1.25,1,3.22,10,4.44,4,44,236.99,2,10.71,13,49.35,41,2.65,3,3.22,10,4.5,4,41,250.34,2,6.68,8,52.93,44,1.74,2,4.08,13,5.2,4,44,FI,277.04,3,7.97,9,50.07,42,3.58,5,1.86,6,3.02,2,42,253.68,2,6.34,7,50.78,43,0.95,1,2.51,8,2.93,2,43,253.68,2,0.39,0,65.8,71,0.12,0,0.5,1,0.69,0,71
